Date,Close,t,y
5/31/2012,1310.33,1,7.178034293
5/30/2012,1313.32,1,7.180313561
5/29/2012,1332.42,4,7.194752117
5/25/2012,1317.82,1,7.183734135
5/24/2012,1320.68,1,7.185902034
5/23/2012,1318.86,1,7.184523006
5/22/2012,1316.63,1,7.182830721
5/21/2012,1315.99,3,7.182344513
5/18/2012,1295.22,1,7.166435844
5/17/2012,1304.86,1,7.173851034
5/16/2012,1324.8,1,7.189016784
5/15/2012,1330.66,1,7.193430339
5/14/2012,1338.35,3,7.199192791
5/11/2012,1353.39,1,7.210367835
5/10/2012,1357.99,1,7.213760944
5/9/2012,1354.58,1,7.211246722
5/8/2012,1363.72,1,7.217971539
5/7/2012,1369.58,3,7.222259402
5/4/2012,1369.1,1,7.221908869
5/3/2012,1391.57,1,7.238187885
5/2/2012,1402.31,1,7.245876156
5/1/2012,1405.82,1,7.248376041
4/30/2012,1397.91,3,7.242733543
4/27/2012,1403.36,1,7.24662464
4/26/2012,1399.98,1,7.24421323
4/25/2012,1390.69,1,7.237555306
4/24/2012,1371.97,1,7.224002942
4/23/2012,1366.94,3,7.220329944
4/20/2012,1378.53,1,7.228772993
4/19/2012,1376.92,1,7.2276044
4/18/2012,1385.14,1,7.233556497
4/17/2012,1390.78,1,7.23762002
4/16/2012,1369.57,3,7.222252101
4/13/2012,1370.26,1,7.222755782
4/12/2012,1387.57,1,7.235309295
4/11/2012,1368.71,1,7.221623969
4/10/2012,1358.59,1,7.214202676
4/9/2012,1382.2,4,7.231431712
4/5/2012,1398.08,1,7.242855146
4/4/2012,1398.96,1,7.243484382
4/3/2012,1413.38,1,7.253739278
4/2/2012,1419.04,3,7.257735866
3/30/2012,1408.47,1,7.250259288
3/29/2012,1403.28,1,7.246567633
3/28/2012,1405.54,1,7.24817685
3/27/2012,1412.52,1,7.253130622
3/26/2012,1416.51,3,7.255951379
3/23/2012,1397.11,1,7.242161096
3/22/2012,1392.78,1,7.239057029
3/21/2012,1402.89,1,7.246289674
3/20/2012,1405.52,1,7.24816262
3/19/2012,1409.75,3,7.251167663
3/16/2012,1404.17,1,7.24720166
3/15/2012,1402.6,1,7.246082936
3/14/2012,1394.28,1,7.240133432
3/13/2012,1395.95,1,7.241330466
3/12/2012,1371.09,3,7.223361323
3/9/2012,1370.87,1,7.223200854
3/8/2012,1365.91,1,7.219576152
3/7/2012,1352.63,1,7.209806124
3/6/2012,1343.36,1,7.202929217
3/5/2012,1364.33,3,7.218418745
3/2/2012,1369.63,1,7.222295909
3/1/2012,1374.09,1,7.225546973
2/29/2012,1365.68,1,7.219407752
2/28/2012,1372.18,1,7.224155995
2/27/2012,1367.59,3,7.220805346
2/24/2012,1365.74,1,7.219451685
2/23/2012,1363.46,1,7.217780866
2/22/2012,1357.66,1,7.213517909
2/21/2012,1362.21,4,7.21686366
2/17/2012,1361.23,1,7.216143982
2/16/2012,1358.04,1,7.213797763
2/15/2012,1343.23,1,7.20283244
2/14/2012,1350.5,1,7.208230173
2/13/2012,1351.77,3,7.209170124
2/10/2012,1342.64,1,7.202393104
2/9/2012,1351.95,1,7.209303274
2/8/2012,1349.96,1,7.207830241
2/7/2012,1347.05,1,7.205672295
2/6/2012,1344.33,3,7.203651027
2/3/2012,1344.9,1,7.20407494
2/2/2012,1325.54,1,7.189575203
2/1/2012,1324.09,1,7.18848071
1/31/2012,1312.41,1,7.179620421
1/30/2012,1313.01,3,7.18007749
1/27/2012,1316.33,1,7.18260284
1/26/2012,1318.43,1,7.184196914
1/25/2012,1326.06,1,7.189967419
1/24/2012,1314.65,1,7.181325749
1/23/2012,1316,3,7.182352112
1/20/2012,1315.38,1,7.181880876
1/19/2012,1314.5,1,7.181211644
1/18/2012,1308.04,1,7.176285113
1/17/2012,1293.67,4,7.165238419
1/13/2012,1289.09,1,7.161691822
1/12/2012,1295.5,1,7.166652
1/11/2012,1292.48,1,7.164318132
1/10/2012,1292.08,1,7.164008602
1/9/2012,1280.7,3,7.155162082
1/6/2012,1277.81,1,7.152902954
1/5/2012,1281.06,1,7.155443139
1/4/2012,1277.3,1,7.152503754
1/3/2012,1277.06,4,7.15231584
12/30/2011,1257.6,1,7.136960422
12/29/2011,1263.02,1,7.141260958
12/28/2011,1249.64,1,7.130610789
12/27/2011,1265.43,4,7.143167264
12/23/2011,1265.33,1,7.143088237
12/22/2011,1254,1,7.134093721
12/21/2011,1243.72,1,7.125862168
12/20/2011,1241.3,1,7.123914497
12/19/2011,1205.35,3,7.09452526
12/16/2011,1219.66,1,7.10632741
12/15/2011,1215.75,1,7.103116449
12/14/2011,1211.82,1,7.099878641
12/13/2011,1225.73,1,7.111291864
12/12/2011,1236.47,3,7.120015825
12/9/2011,1255.19,1,7.135042235
12/8/2011,1234.35,1,7.118299795
12/7/2011,1261.01,1,7.139668266
12/6/2011,1258.47,1,7.137651976
12/5/2011,1257.08,3,7.13654685
12/2/2011,1244.28,1,7.126312328
12/1/2011,1244.58,1,7.126553403
11/30/2011,1246.96,1,7.128463868
11/29/2011,1195.19,1,7.086060448
11/28/2011,1192.55,3,7.083849151
11/25/2011,1158.67,2,7.055028075
11/23/2011,1161.79,1,7.057717198
11/22/2011,1188.04,1,7.080060169
11/21/2011,1192.98,3,7.084209657
11/18/2011,1215.65,1,7.103034192
11/17/2011,1216.13,1,7.103428965
11/16/2011,1236.91,1,7.120371613
11/15/2011,1257.81,1,7.137127392
11/14/2011,1251.78,3,7.132321817
11/11/2011,1263.85,1,7.141917897
11/10/2011,1239.7,1,7.122624694
11/9/2011,1229.1,1,7.114037473
11/8/2011,1275.92,1,7.151422766
11/7/2011,1261.12,3,7.139755494
11/4/2011,1253.23,1,7.133479498
11/3/2011,1261.15,1,7.139779282
11/2/2011,1237.9,1,7.121171675
11/1/2011,1218.28,1,7.105195307
10/31/2011,1253.3,3,7.133535352
10/28/2011,1285.09,1,7.158584034
10/27/2011,1284.59,1,7.15819488
10/26/2011,1242,1,7.124478262
10/25/2011,1229.05,1,7.113996792
10/24/2011,1254.19,3,7.134245225
10/21/2011,1238.25,1,7.121454371
10/20/2011,1215.39,1,7.102820292
10/19/2011,1209.88,1,7.09827646
10/18/2011,1225.38,1,7.111006279
10/17/2011,1200.86,3,7.090793246
10/14/2011,1224.58,1,7.110353207
10/13/2011,1203.66,1,7.093122194
10/12/2011,1207.25,1,7.096100325
10/11/2011,1195.54,1,7.086353245
10/10/2011,1194.89,3,7.08580941
10/7/2011,1155.46,1,7.052253812
10/6/2011,1164.97,1,7.060450615
10/5/2011,1144.03,1,7.042312395
10/4/2011,1123.95,1,7.024604545
10/3/2011,1099.23,3,7.002365214
9/30/2011,1131.42,1,7.03122876
9/29/2011,1160.4,1,7.056520052
9/28/2011,1151.06,1,7.048438536
9/27/2011,1175.38,1,7.069346779
9/26/2011,1162.95,3,7.058715159
9/23/2011,1136.43,1,7.035647049
9/22/2011,1129.56,1,7.029583455
9/21/2011,1166.76,1,7.061985956
9/20/2011,1202.09,1,7.091816988
9/19/2011,1204.09,3,7.093479374
9/16/2011,1216.01,1,7.103330286
9/15/2011,1209.11,1,7.097639831
9/14/2011,1188.68,1,7.080598727
9/13/2011,1172.87,1,7.067209016
9/12/2011,1162.27,3,7.058130268
9/9/2011,1154.23,1,7.051188734
9/8/2011,1185.9,1,7.078257259
9/7/2011,1198.62,1,7.088926174
9/6/2011,1165.24,4,7.060682353
9/2/2011,1173.97,1,7.068146446
9/1/2011,1204.42,1,7.093753402
8/31/2011,1218.89,1,7.105695888
8/30/2011,1212.92,1,7.100785955
8/29/2011,1210.08,3,7.098441752
8/26/2011,1176.8,1,7.070554169
8/25/2011,1159.27,1,7.055545776
8/24/2011,1177.6,1,7.071233748
8/23/2011,1162.35,1,7.058199097
8/22/2011,1123.82,3,7.024488875
8/19/2011,1123.53,1,7.024230794
8/18/2011,1140.65,1,7.039353554
8/17/2011,1193.89,1,7.084972162
8/16/2011,1192.76,1,7.084025228
8/15/2011,1204.49,3,7.09381152
8/12/2011,1178.81,1,7.072260734
8/11/2011,1172.64,1,7.067012896
8/10/2011,1120.76,1,7.021762306
8/9/2011,1172.53,1,7.066919086
8/8/2011,1119.46,3,7.020601705
8/5/2011,1199.38,1,7.089560036
8/4/2011,1200.07,1,7.090135167
8/3/2011,1260.34,1,7.139136805
8/2/2011,1254.05,1,7.134133593
8/1/2011,1286.94,3,7.160022586
7/29/2011,1292.28,1,7.164163379
7/28/2011,1300.67,1,7.170634795
7/27/2011,1304.89,1,7.173874025
7/26/2011,1331.94,1,7.194391805
7/25/2011,1337.43,3,7.198505141
7/22/2011,1345.02,1,7.204164162
7/21/2011,1343.8,1,7.2032567
7/20/2011,1325.84,1,7.1898015
7/19/2011,1326.73,1,7.190472547
7/18/2011,1305.44,3,7.174295428
7/15/2011,1316.14,1,7.182458489
7/14/2011,1308.87,1,7.176919449
7/13/2011,1317.72,1,7.183658249
7/12/2011,1313.64,1,7.180557189
7/11/2011,1319.49,3,7.185000577
7/8/2011,1343.8,1,7.2032567
7/7/2011,1353.22,1,7.210242217
7/6/2011,1339.22,1,7.199842634
7/5/2011,1337.88,4,7.198841551
7/1/2011,1339.67,1,7.200178594
6/30/2011,1320.64,1,7.185871747
6/29/2011,1307.41,1,7.17580336
6/28/2011,1296.67,1,7.167554719
6/27/2011,1280.1,3,7.154693479
6/24/2011,1268.45,1,7.145550962
6/23/2011,1283.5,1,7.157346
6/22/2011,1287.14,1,7.160177982
6/21/2011,1295.52,1,7.166667438
6/20/2011,1278.36,3,7.153333285
6/17/2011,1271.5,1,7.147952585
6/16/2011,1267.64,1,7.144912183
6/15/2011,1265.42,1,7.143159362
6/14/2011,1287.87,1,7.16074497
6/13/2011,1271.83,3,7.148212087
6/10/2011,1270.98,1,7.147543535
6/9/2011,1289,1,7.161622003
6/8/2011,1279.56,1,7.154271548
6/7/2011,1284.94,1,7.158467304
6/6/2011,1286.17,3,7.159424089
6/3/2011,1300.16,1,7.170242613
6/2/2011,1312.94,1,7.180024176
6/1/2011,1314.55,1,7.181249681
5/31/2011,1345.2,4,7.20429798
5/27/2011,1331.1,1,7.193760947
5/26/2011,1325.69,1,7.189688358
5/25/2011,1320.47,1,7.185743013
5/24/2011,1316.28,1,7.182564855
5/23/2011,1317.37,3,7.183392604
5/20/2011,1333.27,1,7.19538985
5/19/2011,1343.6,1,7.203107858
5/18/2011,1340.68,1,7.200932227
5/17/2011,1328.98,1,7.19216701
5/16/2011,1329.47,3,7.192535646
5/13/2011,1337.77,1,7.198759328
5/12/2011,1348.65,1,7.206859371
5/11/2011,1342.08,1,7.201975928
5/10/2011,1357.16,1,7.21314956
5/9/2011,1346.29,3,7.20510794
5/6/2011,1340.2,1,7.200574136
5/5/2011,1335.1,1,7.196761474
5/4/2011,1347.32,1,7.205872713
5/3/2011,1356.62,1,7.212751591
5/2/2011,1361.22,3,7.216136635
4/29/2011,1363.61,1,7.217890874
4/28/2011,1360.48,1,7.215592858
4/27/2011,1355.66,1,7.2120437
4/26/2011,1347.24,1,7.205813334
4/25/2011,1335.25,4,7.196873819
4/21/2011,1337.38,1,7.198467755
4/20/2011,1330.36,1,7.193204861
4/19/2011,1312.62,1,7.179780419
4/18/2011,1305.14,3,7.174065594
4/15/2011,1319.68,1,7.185144562
4/14/2011,1314.52,1,7.181226859
4/13/2011,1314.41,1,7.181143175
4/12/2011,1314.16,1,7.180952957
4/11/2011,1324.46,3,7.188760108
4/8/2011,1328.17,1,7.191557334
4/7/2011,1333.51,1,7.195569843
4/6/2011,1335.54,1,7.197090983
4/5/2011,1332.63,1,7.194909712
4/4/2011,1332.87,3,7.195089791
4/1/2011,1332.41,1,7.194744612
3/31/2011,1325.83,1,7.189793957
3/30/2011,1328.26,1,7.191625094
3/29/2011,1319.44,1,7.184962683
3/28/2011,1310.19,3,7.177927444
3/25/2011,1313.8,1,7.18067898
3/24/2011,1309.66,1,7.177522841
3/23/2011,1297.54,1,7.168225443
3/22/2011,1293.77,1,7.165315716
3/21/2011,1298.38,3,7.168872613
3/18/2011,1279.21,1,7.153997979
3/17/2011,1273.72,1,7.149697032
3/16/2011,1256.88,1,7.136387739
3/15/2011,1281.87,1,7.156075228
3/14/2011,1296.39,3,7.167338758
3/11/2011,1304.28,1,7.173406443
3/10/2011,1295.11,1,7.166350913
3/9/2011,1320.02,1,7.185402167
3/8/2011,1321.82,1,7.186764854
3/7/2011,1310.13,3,7.177881648
3/4/2011,1321.15,1,7.186257848
3/3/2011,1330.97,1,7.193663279
3/2/2011,1308.44,1,7.176590867
3/1/2011,1306.33,1,7.174976958
2/28/2011,1327.22,3,7.190841808
2/25/2011,1319.88,1,7.185296102
2/24/2011,1306.1,1,7.174800877
2/23/2011,1307.4,1,7.175795711
2/22/2011,1315.44,4,7.181926489
2/18/2011,1343.01,1,7.202668643
2/17/2011,1340.43,1,7.200745737
2/16/2011,1336.32,1,7.197674846
2/15/2011,1328.01,1,7.19143686
2/14/2011,1332.32,3,7.194677062
2/11/2011,1329.15,1,7.192294919
2/10/2011,1321.87,1,7.18680268
2/9/2011,1320.88,1,7.18605346
2/8/2011,1324.57,1,7.188843157
2/7/2011,1319.05,3,7.18466706
2/4/2011,1310.87,1,7.178446318
2/3/2011,1307.1,1,7.175566222
2/2/2011,1304.03,1,7.173214748
2/1/2011,1307.59,1,7.175941027
1/31/2011,1286.12,3,7.159385213
1/28/2011,1276.34,1,7.151751886
1/27/2011,1299.54,1,7.169765635
1/26/2011,1296.63,1,7.16752387
1/25/2011,1291.18,1,7.163311808
1/24/2011,1290.84,3,7.163048448
1/21/2011,1283.35,1,7.157229126
1/20/2011,1280.26,1,7.154818461
1/19/2011,1281.92,1,7.156114233
1/18/2011,1295.02,4,7.166281418
1/14/2011,1293.24,1,7.164905976
1/13/2011,1283.76,1,7.157548551
1/12/2011,1285.96,1,7.1592608
1/11/2011,1274.48,1,7.150293531
1/10/2011,1269.75,3,7.14657531
1/7/2011,1271.5,1,7.147952585
1/6/2011,1273.85,1,7.14979909
1/5/2011,1276.56,1,7.151924239
1/4/2011,1270.2,1,7.146929647
1/3/2011,1271.87,3,7.148243537
12/31/2010,1257.64,1,7.136992228
12/30/2010,1257.88,1,7.137183043
12/29/2010,1259.78,1,7.138692382
12/28/2010,1258.51,1,7.137683761
12/27/2010,1257.54,4,7.136912711
12/23/2010,1256.77,1,7.136300217
12/22/2010,1258.84,1,7.137945941
12/21/2010,1254.6,1,7.134572076
12/20/2010,1247.08,3,7.128560098
12/17/2010,1243.91,1,7.126014923
12/16/2010,1242.87,1,7.1251785
12/15/2010,1235.23,1,7.119012467
12/14/2010,1241.59,1,7.124148095
12/13/2010,1240.46,3,7.123237558
12/10/2010,1240.4,1,7.123189187
12/9/2010,1233,1,7.117205503
12/8/2010,1228.28,1,7.113370096
12/7/2010,1223.75,1,7.109675194
12/6/2010,1223.12,3,7.10916025
12/3/2010,1224.71,1,7.11045936
12/2/2010,1221.53,1,7.10785945
12/1/2010,1206.07,1,7.095122419
11/30/2010,1180.55,1,7.073735711
11/29/2010,1187.76,3,7.079824459
11/26/2010,1189.4,2,7.081204257
11/24/2010,1198.35,1,7.08870089
11/23/2010,1180.73,1,7.07388817
11/22/2010,1197.84,3,7.088275214
11/19/2010,1199.73,1,7.08985181
11/18/2010,1196.69,1,7.087314691
11/17/2010,1178.59,1,7.072074088
11/16/2010,1178.34,1,7.071861947
11/15/2010,1197.75,3,7.088200076
11/12/2010,1199.21,1,7.089418286
11/11/2010,1213.54,1,7.101296987
11/10/2010,1218.71,1,7.105548201
11/9/2010,1213.4,1,7.101181616
11/8/2010,1223.25,3,7.10926653
11/5/2010,1225.85,1,7.11138976
11/4/2010,1221.06,1,7.107474613
11/3/2010,1197.96,1,7.088375389
11/2/2010,1193.57,1,7.084704095
11/1/2010,1184.38,3,7.07697471
10/29/2010,1183.26,1,7.07602862
10/28/2010,1183.78,1,7.076467987
10/27/2010,1182.45,1,7.075343836
10/26/2010,1185.64,1,7.078037992
10/25/2010,1185.62,3,7.078021123
10/22/2010,1183.08,1,7.075876486
10/21/2010,1180.26,1,7.073490032
10/20/2010,1178.17,1,7.071717666
10/19/2010,1165.9,1,7.0612486
10/18/2010,1184.71,3,7.077253298
10/15/2010,1176.19,1,7.07003568
10/14/2010,1173.81,1,7.068010147
10/13/2010,1178.1,1,7.07165825
10/12/2010,1169.77,1,7.064562427
10/11/2010,1165.32,3,7.060751006
10/8/2010,1165.15,1,7.060605113
10/7/2010,1158.06,1,7.05450147
10/6/2010,1159.97,1,7.056149422
10/5/2010,1160.75,1,7.056821627
10/4/2010,1137.03,3,7.036174879
10/1/2010,1146.24,1,7.044242299
9/30/2010,1141.2,1,7.039835619
9/29/2010,1144.73,1,7.04292408
9/28/2010,1147.7,1,7.045515219
9/27/2010,1142.16,3,7.040676485
9/24/2010,1148.67,1,7.04636003
9/23/2010,1124.83,1,7.025387192
9/22/2010,1134.28,1,7.033753367
9/21/2010,1139.78,1,7.03859054
9/20/2010,1142.71,3,7.041157913
9/17/2010,1125.59,1,7.026062622
9/16/2010,1124.66,1,7.025236047
9/15/2010,1125.07,1,7.025600535
9/14/2010,1121.1,1,7.022065625
9/13/2010,1121.9,3,7.022778956
9/10/2010,1109.55,1,7.011709807
9/9/2010,1104.18,1,7.006858257
9/8/2010,1098.87,1,7.002037658
9/7/2010,1091.84,4,6.995619625
9/3/2010,1104.51,1,7.007157077
9/2/2010,1090.1,1,6.994024714
9/1/2010,1080.29,1,6.984984803
8/31/2010,1049.33,1,6.955907144
8/30/2010,1048.92,3,6.955516342
8/27/2010,1064.59,1,6.970345027
8/26/2010,1047.22,1,6.953894313
8/25/2010,1055.33,1,6.961608793
8/24/2010,1051.87,1,6.958324812
8/23/2010,1067.36,3,6.972943589
8/20/2010,1071.69,1,6.976992121
8/19/2010,1075.63,1,6.980661815
8/18/2010,1094.16,1,6.997742225
8/17/2010,1092.54,1,6.99626054
8/16/2010,1079.38,3,6.984142081
8/13/2010,1079.25,1,6.984021634
8/12/2010,1083.61,1,6.988053339
8/11/2010,1089.47,1,6.993446618
8/10/2010,1121.06,1,7.022029945
8/9/2010,1127.79,3,7.028015245
8/6/2010,1121.64,1,7.022547179
8/5/2010,1125.81,1,7.026258056
8/4/2010,1127.24,1,7.027527446
8/3/2010,1120.46,1,7.021494594
8/2/2010,1125.86,3,7.026302467
7/30/2010,1101.6,1,7.004518947
7/29/2010,1101.53,1,7.004455401
7/28/2010,1106.13,1,7.008622716
7/27/2010,1113.84,1,7.015568784
7/26/2010,1115.01,3,7.016618652
7/23/2010,1102.66,1,7.005480722
7/22/2010,1093.67,1,6.997294292
7/21/2010,1069.59,1,6.975030676
7/20/2010,1083.48,1,6.987933362
7/19/2010,1071.25,3,6.97658147
7/16/2010,1064.88,1,6.970617396
7/15/2010,1096.48,1,6.999860328
7/14/2010,1095.17,1,6.998664881
7/13/2010,1095.34,1,6.998820096
7/12/2010,1078.75,3,6.983558242
7/9/2010,1077.96,1,6.982825645
7/8/2010,1070.25,1,6.975647545
7/7/2010,1060.27,1,6.966278872
7/6/2010,1028.06,4,6.93542881
7/2/2010,1022.58,1,6.930084124
7/1/2010,1027.37,1,6.934757418
6/30/2010,1030.71,1,6.938003164
6/29/2010,1041.24,1,6.94816759
6/28/2010,1074.57,3,6.979675861
6/25/2010,1076.76,1,6.981711811
6/24/2010,1073.69,1,6.978856593
6/23/2010,1092.04,1,6.995802786
6/22/2010,1095.31,1,6.998792707
6/21/2010,1113.2,3,7.01499403
6/18/2010,1117.51,1,7.018858275
6/17/2010,1116.04,1,7.017541985
6/16/2010,1114.61,1,7.016259847
6/15/2010,1115.23,1,7.016815941
6/14/2010,1089.63,3,6.993593468
6/11/2010,1091.6,1,6.995399789
6/10/2010,1086.84,1,6.991029682
6/9/2010,1055.69,1,6.961949861
6/8/2010,1062,1,6.967909202
6/7/2010,1050.47,3,6.956992962
6/4/2010,1064.88,1,6.970617396
6/3/2010,1102.83,1,7.005634882
6/2/2010,1098.38,1,7.001591646
6/1/2010,1070.71,4,6.976077259
5/28/2010,1089.41,1,6.993391544
5/27/2010,1103.06,1,7.005843415
5/26/2010,1067.95,1,6.973496202
5/25/2010,1074.03,1,6.979173208
5/24/2010,1073.65,3,6.978819337
5/21/2010,1087.69,1,6.99181146
5/20/2010,1071.59,1,6.976898806
5/19/2010,1115.05,1,7.016654526
5/18/2010,1120.8,1,7.021797995
5/17/2010,1136.94,3,7.036095722
5/14/2010,1135.68,1,7.034986869
5/13/2010,1157.44,1,7.053965949
5/12/2010,1171.67,1,7.066185361
5/11/2010,1155.79,1,7.052539372
5/10/2010,1159.73,3,7.055942498
5/7/2010,1110.88,1,7.012907773
5/6/2010,1128.15,1,7.028334402
5/5/2010,1165.87,1,7.061222868
5/4/2010,1173.6,1,7.067831227
5/3/2010,1202.26,3,7.091958398
4/30/2010,1186.69,1,7.078923198
4/29/2010,1206.78,1,7.095710934
4/28/2010,1191.36,1,7.082850791
4/27/2010,1183.71,1,7.076408853
4/26/2010,1212.05,3,7.10006842
4/23/2010,1217.28,1,7.10437414
4/22/2010,1208.67,1,7.097275861
4/21/2010,1205.94,1,7.095014625
4/20/2010,1207.17,1,7.096034056
4/19/2010,1197.52,3,7.088008031
4/16/2010,1192.13,1,7.083496902
4/15/2010,1211.67,1,7.099754852
4/14/2010,1210.65,1,7.098912684
4/13/2010,1197.3,1,7.087824301
4/12/2010,1196.48,3,7.087139192
4/9/2010,1194.37,1,7.085374129
4/8/2010,1186.44,1,7.078712506
4/7/2010,1182.45,1,7.075343836
4/6/2010,1189.44,1,7.081237887
4/5/2010,1187.44,4,7.079555008
4/1/2010,1178.1,1,7.07165825
3/31/2010,1169.43,1,7.06427173
3/30/2010,1173.27,1,7.067550001
3/29/2010,1173.22,3,7.067507384
3/26/2010,1166.59,1,7.061840242
3/25/2010,1165.73,1,7.061102779
3/24/2010,1167.72,1,7.062808409
3/23/2010,1174.17,1,7.068316794
3/22/2010,1165.81,3,7.061171403
3/19/2010,1159.9,1,7.056089073
3/18/2010,1165.83,1,7.061188559
3/17/2010,1166.21,1,7.061514454
3/16/2010,1159.46,1,7.055709658
3/15/2010,1150.51,3,7.047960601
3/12/2010,1149.99,1,7.047508526
3/11/2010,1150.24,1,7.047725895
3/10/2010,1145.61,1,7.043692525
3/9/2010,1140.45,1,7.0391782
3/8/2010,1138.5,3,7.037466886
3/5/2010,1138.7,1,7.03764254
3/4/2010,1122.97,1,7.02373224
3/3/2010,1118.79,1,7.020003023
3/2/2010,1118.31,1,7.019573896
3/1/2010,1115.71,3,7.017246253
2/26/2010,1104.49,1,7.007138969
2/25/2010,1102.94,1,7.005734621
2/24/2010,1105.24,1,7.007817785
2/23/2010,1094.6,1,6.998144279
2/22/2010,1108.01,3,7.010320893
2/19/2010,1109.17,1,7.011367267
2/18/2010,1106.75,1,7.009183072
2/17/2010,1099.51,1,7.002619905
2/16/2010,1094.87,4,6.998390914
2/12/2010,1075.51,1,6.980550247
2/11/2010,1078.47,1,6.983298649
2/10/2010,1068.13,1,6.973664735
2/9/2010,1070.52,1,6.975899791
2/8/2010,1056.74,3,6.962943976
2/5/2010,1066.19,1,6.971846825
2/4/2010,1063.11,1,6.968953854
2/3/2010,1097.28,1,7.000589669
2/2/2010,1103.32,1,7.006079095
2/1/2010,1089.19,3,6.99318958
1/29/2010,1073.87,1,6.979024225
1/28/2010,1084.53,1,6.988901992
1/27/2010,1097.5,1,7.000790145
1/26/2010,1092.17,1,6.995921822
1/25/2010,1096.78,3,7.000133893
1/22/2010,1091.76,1,6.995546352
1/21/2010,1116.48,1,7.017936158
1/20/2010,1138.04,1,7.037062763
1/19/2010,1150.23,4,7.047717201
1/15/2010,1136.03,1,7.035295007
1/14/2010,1148.46,1,7.046177193
1/13/2010,1145.68,1,7.043753626
1/12/2010,1136.22,1,7.035462243
1/11/2010,1146.98,3,7.04488768
1/8/2010,1144.98,1,7.043142449
1/7/2010,1141.69,1,7.0402649
1/6/2010,1137.14,1,7.036271617
1/5/2010,1136.52,1,7.035726241
1/4/2010,1132.99,4,7.032615435
12/31/2009,1115.1,1,7.016699366
12/30/2009,1126.42,1,7.026799741
12/29/2009,1126.2,1,7.026604413
12/28/2009,1127.78,4,7.028006378
12/24/2009,1126.48,1,7.026853006
12/23/2009,1120.59,1,7.021610611
12/22/2009,1118.02,1,7.019314543
12/21/2009,1114.05,3,7.015757303
12/18/2009,1102.47,1,7.005308396
12/17/2009,1096.08,1,6.999495458
12/16/2009,1109.18,1,7.011376283
12/15/2009,1107.93,1,7.010248688
12/14/2009,1114.11,3,7.015811159
12/11/2009,1106.41,1,7.008875819
12/10/2009,1102.35,1,7.005199544
12/9/2009,1095.95,1,6.999376846
12/8/2009,1091.94,1,6.99571121
12/7/2009,1103.25,3,7.006015648
12/4/2009,1105.98,1,7.008487099
12/3/2009,1099.92,1,7.002992729
12/2/2009,1109.24,1,7.011430375
12/1/2009,1108.86,1,7.01108774
11/30/2009,1095.63,3,6.999084819
11/27/2009,1091.49,2,6.995299014
11/25/2009,1110.63,1,7.012682701
11/24/2009,1105.65,1,7.008188676
11/23/2009,1106.24,3,7.008722157
11/20/2009,1091.38,1,6.995198229
11/19/2009,1094.9,1,6.998418314
11/18/2009,1109.8,1,7.011935098
11/17/2009,1110.32,1,7.012403541
11/16/2009,1109.3,3,7.011484465
11/13/2009,1093.48,1,6.99712055
11/12/2009,1087.24,1,6.991397654
11/11/2009,1098.51,1,7.001709995
11/10/2009,1093.01,1,6.996690637
11/9/2009,1093.08,3,6.996754679
11/6/2009,1069.3,1,6.974759508
11/5/2009,1066.63,1,6.972259425
11/4/2009,1046.5,1,6.953206542
11/3/2009,1045.41,1,6.952164432
11/2/2009,1042.88,3,6.949741396
10/30/2009,1036.19,1,6.943305804
10/29/2009,1066.11,1,6.971771789
10/28/2009,1042.63,1,6.949501646
10/27/2009,1063.41,1,6.969236005
10/26/2009,1066.95,3,6.97255939
10/23/2009,1079.6,1,6.984345881
10/22/2009,1092.91,1,6.996599143
10/21/2009,1081.4,1,6.986011777
10/20/2009,1091.06,1,6.99490498
10/19/2009,1097.91,3,7.001163651
10/16/2009,1087.68,1,6.991802267
10/15/2009,1096.56,1,6.999933286
10/14/2009,1092.02,1,6.995784471
10/13/2009,1073.19,1,6.978390801
10/12/2009,1076.19,3,6.981182305
10/9/2009,1071.49,1,6.976805482
10/8/2009,1065.48,1,6.971180681
10/7/2009,1057.58,1,6.963738558
10/6/2009,1054.72,1,6.961030608
10/5/2009,1040.46,3,6.947418202
10/2/2009,1025.21,1,6.932652749
10/1/2009,1029.85,1,6.93716844
9/30/2009,1057.08,1,6.963265669
9/29/2009,1060.61,1,6.966599493
9/28/2009,1062.98,3,6.968831563
9/25/2009,1044.38,1,6.951178687
9/24/2009,1050.78,1,6.957288025
9/23/2009,1060.87,1,6.966844605
9/22/2009,1071.66,1,6.976964127
9/21/2009,1064.66,3,6.970410778
9/18/2009,1068.3,1,6.973823879
9/17/2009,1065.49,1,6.971190066
9/16/2009,1068.76,1,6.974254377
9/15/2009,1052.63,1,6.959047073
9/14/2009,1049.34,3,6.955916674
9/11/2009,1042.73,1,6.949597553
9/10/2009,1044.14,1,6.950948859
9/9/2009,1033.37,1,6.940580585
9/8/2009,1025.39,4,6.932828307
9/4/2009,1016.4,1,6.924022251
9/3/2009,1003.24,1,6.910990041
9/2/2009,994.75,1,6.902491449
9/1/2009,998.04,1,6.905793356
8/31/2009,1020.62,3,6.928165565
8/28/2009,1028.93,1,6.936274706
8/27/2009,1030.98,1,6.938265085
8/26/2009,1028.12,1,6.935487171
8/25/2009,1028,1,6.935370446
8/24/2009,1025.57,3,6.933003835
8/21/2009,1026.13,1,6.933549723
